nimi_suomi,nimi_ruotsi,x,y,kunta
Vieterikuja,Resårgränden,25489585.89,6681873.392,Vantaa
Linnoituskuja,Skansgränden,25506530.86,6681374.531,Vantaa
Syväkiventie,Djupbergsvägen,25491446.0,6689195.0,Vantaa
Kaakkurikuja,Smålomsgränden,25503212.54,6693850.714,Vantaa
Luuvakuja,Loggränden,25489695.73,6684169.166,Vantaa
Teknobulevardi,Teknobulevarden,25498370.47,6688112.808,Vantaa
Lehtotie,Lundvägen,25490941.92,6687790.013,Vantaa
Viitakuja,Hultgränden,25503401.0,6689950.0,Vantaa
Maitorpankuja,Majtorpsgränden,25491171.6,6690467.998,Vantaa
Vieteririnne,Resårbrinken,25489729.81,6681971.157,Vantaa
Jänismäentie,Harbacksvägen,25506932.77,6687539.97,Vantaa
Pisararinne,Droppbrinken,25495077.0,6694213.322,Vantaa
Peippokuja,Bofinksgränden,25504126.24,6695415.344,Vantaa
Lehtikallio,Bladberget,25489752.71,6682501.278,Vantaa
Ruotsinpiha,Sverigegården,25497718.71,6685905.155,Vantaa
Tuijarinteentie,Tujabrinksvägen,25493276.69,6692772.61,Vantaa
Lähdepuistonkuja,Källparksgränden,25505562.0,6683775.0,Vantaa
Pöllötie,Ugglevägen,25502799.0,6694284.0,Vantaa
Lentäjänkuja,Flygargränden,25498069.58,6689316.099,Vantaa
Perhepuistonlenkki,Familjeparkslänken,25503637.0,6692124.0,Vantaa
Nummimäentie,Numbacksvägen,25487979.0,6691301.0,Vantaa
Rekipolku,Slädstigen,25487654.54,6682866.342,Vantaa
Karhuniitynpolku,Björnängsstigen,25495050.0,6685284.0,Vantaa
Aatelikuja,Adelsgränden,25497683.9,6685439.555,Vantaa
Vellamonkuja,Vellamogränden,25505034.52,6689768.031,Vantaa
Kalmarinmäentie,Kalmarbacksvägen,25490929.0,6695610.0,Vantaa
Varuskuja,Rustgränden,25506412.34,6682171.126,Vantaa
Paroninkuja,Barongränden,25497939.49,6685297.836,Vantaa
Tutkatie,Radarvägen,25498183.67,6689073.206,Vantaa
Seiväspolku,Stavhoppsstigen,25504823.99,6681845.27,Vantaa
Metsäkeijunkuja,Skogsfegränden,25502330.7,6690206.305,Vantaa
Hirvikuja,Älggränden,25505536.57,6694587.666,Vantaa
Punakivenkuja,Rödstensgränden,25491636.01,6689801.599,Vantaa
Rahtitie,Fraktvägen,25498496.42,6688686.363,Vantaa
Malmitie,Malmvägen,25501985.63,6688837.464,Vantaa
Suovapolku,Stackstigen,25489390.95,6683954.558,Vantaa
Teerikuja,Orrgränden,25503723.0,6693108.888,Vantaa
Loimaankoivuntie,Fransbjörksvägen,25488156.0,6686708.0,Vantaa
Kuunlilja,Funkian,25500307.0,6686899.0,Vantaa
Metsätorpantie,Skogstorpsvägen,25490871.3,6690799.352,Vantaa
Kuikkakuja,Storlomsgränden,25502772.11,6693817.367,Vantaa
Vantaanreitti,Vandaleden,25492196.18,6687571.211,Vantaa
Koivukummunkuja,Björkkullagränden,25499765.5,6687524.633,Vantaa
Tesseninkuja,Tessensgränden,25506349.28,6684551.564,Vantaa
Tuohipolku,Näverstigen,25493512.92,6689853.354,Vantaa
Paalupolku,Pålstigen,25506180.0,6687386.0,Vantaa
Konttitie,Kontvägen,25504182.66,6690134.683,Vantaa
Taula-Matin tie,Taula-Mattis väg,25489000.87,6695812.688,Vantaa
Josvaholmantie,Josvaholmsvägen,25490854.87,6697830.814,Vantaa
Taivaskero,Taivaskero,25506389.43,6681233.152,Vantaa
Villantie,Villavägen,25492213.4,6692870.471,Vantaa
Kynnyskuja,Tröskelgränden,25487667.0,6685008.0,Vantaa
Koskelankuja,Koskelagränden,25504760.8,6690844.856,Vantaa
Kotikoivuntie,Hembjörksvägen,25488201.83,6686978.706,Vantaa
Tytinkuja,Tyttigränden,25505011.32,6689949.182,Vantaa
Ritaririnne,Riddarbrinken,25492123.33,6690526.676,Vantaa
Neidonkenkä,Nornan,25500362.0,6686877.0,Vantaa
Tutkakuja,Radargränden,25498052.0,6688958.0,Vantaa
Toivonpolku,Toivostigen,25488519.69,6686274.512,Vantaa
Mukularaitti,Kullerstensstråket,25486509.79,6690843.688,Vantaa
Maarinkunnaankuja,Markullagränden,25503817.0,6686765.0,Vantaa
Rajakalliontie,Råbergsvägen,25505003.71,6684254.136,Vantaa
Laidunpolku,Betesstigen,25504386.63,6689821.092,Vantaa
Kirvisenpolku,Piplärksstigen,25503658.08,6694820.159,Vantaa
Rataraitti,Banstråket,25502435.58,6687279.461,Vantaa
Pohjois-Kaarelan tie,Norra Kårbölevägen,25492638.05,6682528.914,Vantaa
Louhikkopolku,Stenbrottsstigen,25500916.97,6691022.428,Vantaa
Kaskikalliontie,Svedjebergsvägen,25505831.93,6685945.3,Vantaa
Öljykuja,Oljegränden,25498988.23,6688102.948,Vantaa
Tapaninkyläntie,Staffansbyvägen,25498532.19,6683651.504,Vantaa
Bertaksentie,Bertasvägen,25492293.58,6687768.547,Vantaa
Aitanavain,Bodnyckeln,25490120.53,6684247.543,Vantaa
Rosenlundintie,Rosenlundsvägen,25503432.73,6688676.21,Vantaa
Pirttikuja,Pörtgränden,25487823.28,6685255.474,Vantaa
Porapolku,Borrstigen,25490815.92,6683316.208,Vantaa
Koppakuoriaisenkuja,Skalbaggsgränden,25507865.0,6691725.0,Vantaa
Kihokkitie,Daggörtsvägen,25501159.73,6688506.897,Vantaa
Seivästie,Stavhoppsvägen,25504774.03,6681710.481,Vantaa
Seijantie,Seijavägen,25505716.54,6690784.435,Vantaa
Kivivuorenkuja,Stenbergsgränden,25492014.57,6685158.354,Vantaa
Lavangontie,Lavangovägen,25495993.0,6691611.0,Vantaa
Aittarivi,Bodlängan,25490019.06,6684047.382,Vantaa
Forsbackantie,Forsbackavägen,25492517.76,6692251.689,Vantaa
Tilhikuja,Sidensvansgränden,25504088.02,6694297.89,Vantaa
Luhdinsola,Svalgången,25490032.19,6684109.291,Vantaa
Ritakuja,Fällgränden,25494840.11,6686908.318,Vantaa
Levonmäki,Dricksbacken,25500313.09,6690553.291,Vantaa
Pronssikuja,Bronsgränden,25492824.9,6682826.911,Vantaa
Viinamäentie,Viinamäkivägen,25490390.34,6691215.599,Vantaa
Notkotie,Däldvägen,25500795.56,6691365.58,Vantaa
Vapaaherrankuja,Friherregränden,25498069.82,6685290.344,Vantaa
Vantaankallio,Vandaberget,25492025.95,6687538.297,Vantaa
Ongenkoukku,Metkroken,25507249.13,6692896.655,Vantaa
Akaattikuja,Agatgränden,25491892.0,6689193.0,Vantaa
Närhikuja,Nötskriksgränden,25503114.8,6694597.208,Vantaa
Rauduskoivunkuja,Vårtbjörksgränden,25488399.98,6687290.539,Vantaa
Vihvilätie,Veketågsvägen,25501326.98,6686718.931,Vantaa
Jokimaantie,Jokimaavägen,25486735.66,6690974.292,Vantaa
Runkokuja,Stamgränden,25493805.86,6689759.895,Vantaa
Myllyniitynkuja,Kvarnängsgränden,25491371.02,6686656.947,Vantaa
Kiiltokuja,Glansgränden,25506693.04,6692274.406,Vantaa
Ruutintie,Grotensvägen,25496656.42,6685350.255,Vantaa
Kiekkotie,Diskusvägen,25505588.69,6681467.447,Vantaa
Tulppaanikuja,Tulpangränden,25500163.7,6688568.726,Vantaa
Saalistie,Jaktbytesvägen,25495270.0,6686775.0,Vantaa
Kallioimarteenkuja,Stensötsgränden,25501198.0,6689134.388,Vantaa
Marsinrinne,Marsbrinken,25505330.04,6692154.571,Vantaa
Tasakalliontie,Flatbergsvägen,25508575.06,6685456.818,Vantaa
Rantakuja,Strandgränden,25498780.48,6684867.496,Vantaa
Sokkakuja,Sprintgränden,25498392.65,6688049.755,Vantaa
Mustikkapolku,Blåbärsstigen,25495792.95,6685610.743,Vantaa
Malmirajanpolku,Malmråstigen,25494611.52,6685822.83,Vantaa
Kallionreuna,Bergkanten,25490082.95,6683059.058,Vantaa
Kukankuja,Blomgränden,25499931.86,6687044.94,Vantaa
Kuukkelikuja,Lavskriksgränden,25503360.0,6695080.0,Vantaa
Vaskikuja,Koppargränden,25492958.63,6682959.632,Vantaa
Pikkulumikontie,Lillvesslevägen,25505613.0,6694189.0,Vantaa
Liljakuja,Liljegränden,25501351.25,6687061.63,Vantaa
Tussinkoskentie,Tussinkoskivägen,25503495.0,6694461.0,Vantaa
Vesihiidenkuja,Strömkarlsgränden,25505788.24,6689464.923,Vantaa
Ilpolantie,Ilpolavägen,25489865.79,6683281.546,Vantaa
Erikaksenpolku,Erikasstigen,25492428.87,6686989.232,Vantaa
Rimpitie,Dymossevägen,25490920.55,6687754.134,Vantaa
Rajamyllyntie,Råkvarnsvägen,25496605.0,6692091.602,Vantaa
Sauvatie,Stavvägen,25504021.39,6689798.498,Vantaa
Kulomäenramppi,Brännbergarampen,25503647.0,6692681.0,Vantaa
Vilhonkalliontie,Vilhelmsbergsvägen,25509817.83,6685971.248,Vantaa
Karjopolku,Boskapsstigen,25504484.59,6689878.242,Vantaa
Kannistonkuja,Kannistogränden,25491869.16,6691030.92,Vantaa
Peukaloisenkuja,Gärdsmygsgränden,25503813.0,6694428.0,Vantaa
Harjulankuja,Harjulagränden,25486997.56,6690617.748,Vantaa
Ruotsintie,Sverigevägen,25497738.01,6685972.373,Vantaa
Kivimäenkuja,Stenbackagränden,25492310.34,6685613.798,Vantaa
Odilammentie,Odilampivägen,25487156.6,6688801.526,Vantaa
Kortekuja,Fräkengränden,25500866.81,6686461.674,Vantaa
Penninkikuja,Penninggränden,25502734.01,6691185.404,Vantaa
Herttuankuja,Hertiggränden,25497894.84,6685510.789,Vantaa
Mehiläisenpolku,Bistigen,25507379.31,6691871.891,Vantaa
Ajoportti,Inkörsporten,25490597.0,6689719.0,Vantaa
Uudenniityntie,Uudenniityntie,25504176.38,6695597.125,Vantaa
Puolamäki,Spolbacken,25506385.3,6687089.242,Vantaa
Herttuantie,Hertigvägen,25497899.24,6685562.729,Vantaa
Lunnikuja,Lunnegränden,25502615.47,6693560.711,Vantaa
Sinikellonkuja,Blåklocksgränden,25499776.27,6687309.625,Vantaa
Virmajuurentie,Vendelörtsvägen,25500906.81,6687076.601,Vantaa
Kallenlaakso,Karlsdalen,25504260.92,6684796.929,Vantaa
Säekuja,Versgränden,25501746.93,6691438.315,Vantaa
Lintukallionrinne,Fågelbergsbrinken,25492423.13,6685488.133,Vantaa
Pikkujärvenkuja,Lillträskgränden,25488048.84,6685086.575,Vantaa
Hanskalliontie,Hansbergsvägen,25495025.27,6692969.471,Vantaa
Fallbackankaari,Fallbackabågen,25503511.31,6695281.49,Vantaa
Aatelitie,Adelsvägen,25497673.53,6685515.025,Vantaa
Karhunkierros,Björnringen,25489478.53,6682774.572,Vantaa
Korsipolku,Stråstigen,25503406.5,6687243.118,Vantaa
Tatti,Soppen,25504391.77,6684680.063,Vantaa
Muurainpolku,Hjortronstigen,25495808.06,6685540.655,Vantaa
Murtoonpellontie,Murtoåkersvägen,25491076.6,6695302.199,Vantaa
Mustakoivunkuja,Svartbjörksgränden,25487992.0,6686854.0,Vantaa
Kulokukontie,Bränntoppsvägen,25502647.5,6692665.645,Vantaa
Oinaankuja,Vädursgränden,25505067.56,6692465.553,Vantaa
Lavangonkuja,Lavangogränden,25496194.0,6691742.0,Vantaa
Kämmekkäkuja,Nyckelblomsgränden,25502154.19,6687248.536,Vantaa
Pirkkalankoivuntie,Birkalabjörksvägen,25488173.0,6686858.0,Vantaa
Rapsikuja,Rapsgränden,25500589.0,6686729.0,Vantaa
Kössinkuja,Kössigränden,25504551.35,6690174.795,Vantaa
Kaislaranta,Sävstranden,25501588.74,6686073.533,Vantaa
Särkkäkuja,Revgränden,25500695.78,6691116.152,Vantaa
Vuollemutka,Strömkröken,25491844.43,6684085.122,Vantaa
Peippotie,Bofinksvägen,25504220.53,6695486.194,Vantaa
Rataramppi,Banrampen,25502461.0,6687343.0,Vantaa
Siilipuistontie,Igelkottsparksvägen,25504933.0,6693216.0,Vantaa
Impivaarantie,Impivaaravägen,25488942.0,6695685.727,Vantaa
Myyrätie,Mullvadsvägen,25504496.0,6693242.737,Vantaa
Lepomäentie,Lepomäkivägen,25491189.05,6696298.87,Vantaa
Rusokalliontie,Brunabergsvägen,25505077.64,6687978.626,Vantaa
Merkkikuja,Råträdsgränden,25506216.68,6687580.052,Vantaa
Hellänkuja,Hellägränden,25506019.93,6690629.346,Vantaa
Hallakuja,Frostgränden,25494904.69,6694087.671,Vantaa
Nahkiaisenkuja,Nejonögsgränden,25506504.54,6693020.684,Vantaa
Virsutie,Näverskovägen,25504094.81,6689919.353,Vantaa
Mäkimatintie,Matsbackavägen,25489185.0,6694225.0,Vantaa
Maitorpankulma,Majtorpsvinkeln,25491073.23,6690421.76,Vantaa
Ohrakuja,Korngränden,25503401.93,6687110.337,Vantaa
Bertaksenkuja,Bertasgränden,25492333.66,6687753.997,Vantaa
Ojakiventie,Bäckstensvägen,25507758.0,6684165.0,Vantaa
Hopeapajuntie,Silverpilsvägen,25491159.17,6695186.556,Vantaa
Vesurikuja,Lövskäregränden,25489252.83,6681674.471,Vantaa
Kotikoivunkuja,Hembjörksgränden,25488219.0,6686869.0,Vantaa
Joutsenpolku,Svanstigen,25503690.98,6693856.548,Vantaa
Suotie,Kärrvägen,25490138.57,6687862.484,Vantaa
Kenraalinkuja,Generalsgränden,25492360.05,6690702.922,Vantaa
Peltokulma,Åkervinkeln,25495122.54,6684694.423,Vantaa
Köyhämäenkuja,Fattigbackagränden,25499457.83,6686868.952,Vantaa
Kalpatie,Glavvägen,25492012.5,6690834.654,Vantaa
Rahkatie,Vitmossevägen,25490836.49,6687744.185,Vantaa
Raiviosuonmäki,Rödjekärrsbacken,25491572.71,6685432.738,Vantaa
Uutiskuja,Nyhetsgränden,25492009.57,6686379.756,Vantaa
Uusiniitynkuja,Nyängsgränden,25501954.33,6689145.84,Vantaa
Tuomiharjunkuja,Häggåsgränden,25488052.89,6683729.375,Vantaa
Forsbackantaival,Forsbackastråten,25491396.8,6691782.362,Vantaa
Metsämäentie,Skogsbacksvägen,25499956.98,6687734.91,Vantaa
Yökkösentie,Nattfjärilsvägen,25507821.4,6692323.446,Vantaa
Koukkuniitynpolku,Krokängsstigen,25492905.87,6685658.63,Vantaa
Parkkikuja,Parkeringsgränden,25498291.01,6689284.765,Vantaa
Kirsikkarinne,Körsbärsbrinken,25500860.96,6689421.919,Vantaa
Pukinjuurentie,Bockrotsvägen,25501493.35,6687718.157,Vantaa
Rosendalinrinki,Rosendalsringen,25498235.11,6684081.487,Vantaa
Syystuulenkuja,Höstvindsgränden,25495042.2,6694267.968,Vantaa
Siilitaival,Igelkottsstråten,25504949.0,6693104.0,Vantaa
Suokeijunkuja,Kärrälvegränden,25495193.05,6694070.836,Vantaa
Jokisuontie,Åmossevägen,25486949.12,6690716.692,Vantaa
Leinelän puistotie,Lejleallén,25502335.39,6690034.202,Vantaa
Kiitäjäntie,Svärmarvägen,25507485.99,6691907.641,Vantaa
Loitsukuja,Trollkvädegränden,25501248.89,6691645.827,Vantaa
Vuohipolku,Getstigen,25505591.82,6692491.548,Vantaa
Uunipolku,Ugnsstigen,25508184.0,6686998.0,Vantaa
Topaasikuja,Topasgränden,25491724.0,6689110.0,Vantaa
Maahisenkuja,Maahinengränden,25505698.27,6689634.618,Vantaa
Kolohonganreitti,Hålatallsstråket,25506119.0,6687317.0,Vantaa
Kiiltomäki,Glitterbacken,25507163.75,6687301.704,Vantaa
Kisamäki,Kampbacken,25503553.87,6693468.727,Vantaa
Ritarimäki,Riddarbacken,25491821.05,6690519.977,Vantaa
Kaunisharju,Fageråsen,25505045.8,6683876.874,Vantaa
Leinelänpolku,Lejlestigen,25502004.77,6690286.419,Vantaa
Tiklitie,Steglitsvägen,25503707.0,6694327.0,Vantaa
Korteranta,Fräkenstranden,25500733.5,6686345.224,Vantaa
Rauhalankaari,Rauhalabågen,25491247.86,6690602.235,Vantaa
Kavaljeerintie,Kavaljersvägen,25497783.62,6685249.229,Vantaa
Lumikellonpolku,Snödroppsstigen,25500133.52,6689182.103,Vantaa
Uusiraja,Nyrån,25502087.04,6688895.718,Vantaa
Riimikuja,Rimgränden,25501721.23,6691361.416,Vantaa
Satakielenkuja,Näktergalsgränden,25504744.23,6694765.904,Vantaa
Närhitie,Nötskriksvägen,25503314.69,6694801.924,Vantaa
Suksikuja,Skidgränden,25505015.74,6681563.162,Vantaa
Vantaanjänne,Vandasträngen,25491400.15,6687411.984,Vantaa
Kultarikontie,Gullbräcksvägen,25501686.12,6686829.071,Vantaa
Hippiäisentie,Kungsfågelsvägen,25504235.88,6695379.583,Vantaa
Laajaniitynkuja,Bredängsgränden,25491800.77,6685203.081,Vantaa
Hopeasepänkuja,Silversmedsgränden,25494502.53,6685954.435,Vantaa
Nuppukuja,Knoppgränden,25502416.48,6688467.037,Vantaa
Maissikuja,Majsgränden,25489117.6,6684210.674,Vantaa
Vauhtikuja,Fartgränden,25490783.06,6689300.128,Vantaa
Linnaistenkuja,Linnaisgränden,25487572.0,6682665.0,Vantaa
Rajakulmantie,Rajakulmantie,25504896.07,6694921.814,Vantaa
Nuottakuja,Notgränden,25507024.87,6693410.568,Vantaa
Skobbaksenrinne,Skobbasbrinken,25487783.0,6684850.0,Vantaa
Kuukusentie,Röksvampsvägen,25496143.3,6685573.375,Vantaa
Mairenkuja,Mairegränden,25505322.84,6689875.276,Vantaa
Neulastie,Barrvägen,25509522.49,6685871.691,Vantaa
Isonsiilinkuja,Storigelkottsgränden,25504738.0,6693237.0,Vantaa
Marjakuja,Bärgränden,25495687.44,6685823.144,Vantaa
Vapaalanreuna,Friherrsliden,25490867.17,6683579.659,Vantaa
Leineläntie,Lejlevägen,25502172.84,6690161.558,Vantaa
Varpuspöllöntie,Sparvugglevägen,25502889.0,6694424.0,Vantaa
Rubiinikehä,Rubinringen,25492009.64,6689883.252,Vantaa
Keskikaari,Mellansvängen,25502992.63,6685636.651,Vantaa
Akvamariinikuja,Akvamaringränden,25492352.68,6689945.195,Vantaa
Suosaarenkaari,Suosaarisvängen,25491595.96,6693524.037,Vantaa
Karvalaukunkuja,Skäggriskagränden,25495685.92,6685999.626,Vantaa
Kiurutie,Sånglärksvägen,25503557.69,6694266.9,Vantaa
Luhtimäki,Loftbacken,25490059.92,6683936.316,Vantaa
Viiriäisenkuja,Vaktelgränden,25503913.89,6695378.452,Vantaa
Terminaalitie,Terminalvägen,25498193.8,6689339.573,Vantaa
Lähettiläänkuja,Sändebudsgränden,25497947.96,6685753.052,Vantaa
Pitkämäentie,Långbackavägen,25488421.69,6682903.931,Vantaa
Kimalaisenranta,Humlestranden,25506940.0,6692198.0,Vantaa
Kellarikuja,Källargränden,25495155.74,6685009.135,Vantaa
Löydöstie,Fornfyndsvägen,25492098.89,6683363.258,Vantaa
Palmusalontie,Palmusalovägen,25491732.85,6695572.132,Vantaa
Putousrinne,Fallbrinken,25491542.97,6683777.09,Vantaa
Ylisenkuja,Skullgränden,25503211.36,6687186.627,Vantaa
Trukkikuja,Truckgränden,25505288.67,6688620.453,Vantaa
Rumpukuja,Trumgränden,25501575.61,6690668.824,Vantaa
Kivikkopolku,Kummelstigen,25500656.11,6691144.897,Vantaa
Fazerinkuja,Fazersgränden,25505589.67,6682867.89,Vantaa
Harmaahylkeenkuja,Gråsälsgränden,25505837.36,6694017.032,Vantaa
Rauskumäki,Rockabacken,25506586.0,6692591.0,Vantaa
Paatsamapolku,Brakvedsstigen,25502790.65,6689882.959,Vantaa
Mottipolku,Måttstigen,25493415.07,6689886.152,Vantaa
Poutakuja,Solvädersgränden,25495110.79,6694131.148,Vantaa
Ajomiehentie,Körkarlens väg,25504509.46,6692061.895,Vantaa
Raappavuorenreuna,Skrapbergsliden,25491089.24,6684699.164,Vantaa
Liikelentokuja,Affärsflyggränden,25498761.0,6688142.0,Vantaa
Nykullantie,Nykullavägen,25495572.72,6692023.928,Vantaa
Antennitie,Antennvägen,25499438.31,6690046.263,Vantaa
Jyrinkuja,Jyrigränden,25505650.96,6689591.48,Vantaa
Hellerinne,Solgassbrinken,25494902.51,6694209.643,Vantaa
Ruusumäenkuja,Rosbackagränden,25492932.24,6688934.354,Vantaa
Kappalaisenpolku,Kaplansstigen,25498609.0,6685531.0,Vantaa
Rautaportti,Järnporten,25504365.06,6692785.541,Vantaa
Ajolenkki,Körlänken,25490405.0,6689637.0,Vantaa
Tattipolku,Soppstigen,25495958.64,6685890.558,Vantaa
Kotihaantie,Hemhagsvägen,25488165.26,6694743.752,Vantaa
Riskiläkuja,Grisslagränden,25502772.27,6693630.839,Vantaa
Kuhajoenkuja,Kuhajokigränden,25488622.44,6693974.349,Vantaa
Hernekuja,Ärtgränden,25501799.45,6687176.867,Vantaa
Säkäkuja,Mankgränden,25505818.25,6685199.328,Vantaa
Rinteläntie,Rintelävägen,25490975.29,6697660.797,Vantaa
Kerkkäkuja,Årsskottsgränden,25494685.83,6685746.236,Vantaa
Kurkikuja,Trangränden,25502403.12,6693527.13,Vantaa
Värttinätie,Sländvägen,25505948.0,6686617.0,Vantaa
Linnunrata,Vintergatan,25504065.48,6692088.9,Vantaa
Täysikuuntie,Fullmånsvägen,25495560.84,6692129.489,Vantaa
Rusokallionpolku,Brunabergsstigen,25504526.05,6687920.386,Vantaa
Laurankuja,Lauragränden,25504120.16,6689566.25,Vantaa
Raappavuorenrinne,Skrapbergsbrinken,25491002.53,6685087.313,Vantaa
Klökarsintie,Klökarsvägen,25501041.0,6687527.0,Vantaa
Kimmonkuja,Kimmogränden,25505369.9,6689901.514,Vantaa
Piennarkuja,Åkerrensgränden,25500760.1,6691032.788,Vantaa
Sanomakulma,Tidningsvinkeln,25491665.58,6685885.31,Vantaa
Kartanontie,Herrgårdsvägen,25506373.84,6684733.712,Vantaa
Talonpojantie,Bondevägen,25491332.77,6695142.979,Vantaa
Hanhikuja,Gåsgränden,25502289.0,6693850.0,Vantaa
Naakkarinne,Kajabrinken,25503167.58,6694483.339,Vantaa
Tähtitaivaantie,Stjärnhimmelsvägen,25495472.25,6692375.944,Vantaa
Vassinmäki,Vassbacken,25492262.01,6687922.343,Vantaa
Kytökuja,Kyttlandsgränden,25503423.84,6689659.258,Vantaa
Anterontie,Anterovägen,25505268.62,6690062.445,Vantaa
Lautmäentie,Lautmäkivägen,25489364.86,6692241.56,Vantaa
Mielikinkuja,Mielikkigränden,25505024.0,6690040.0,Vantaa
Tornimäki,Tornbacken,25501764.46,6688653.643,Vantaa
Uivelokuja,Salskraksgränden,25503006.03,6693666.823,Vantaa
Pitkäsuonkuja,Långmossegränden,25506681.22,6683452.333,Vantaa
Tiikerinsilmä,Tigerögat,25492042.16,6690020.376,Vantaa
Pallaskero,Pallaskero,25506483.93,6681444.114,Vantaa
Parkkitie,Parkeringsvägen,25498348.42,6689312.931,Vantaa
Ylänkökuja,Höglandsgränden,25500616.91,6689919.04,Vantaa
Kellokukantie,Klockblomsvägen,25499834.26,6687357.835,Vantaa
Nuijapolku,Klubbstigen,25490566.0,6682684.0,Vantaa
Kellokkaantie,Skällkovägen,25503961.83,6689860.272,Vantaa
Mosapakantie,Mosabackavägen,25489992.81,6690794.601,Vantaa
Hanskallionkuja,Hansbergsgränden,25495272.24,6693257.236,Vantaa
Junkkarinkaari,Junkarsvängen,25497810.15,6686109.638,Vantaa
Kuusikorventaival,Grankärrsstråten,25508964.0,6686415.0,Vantaa
Karhumäenportti,Karhumäkiporten,25497745.77,6688076.414,Vantaa
Otsikkokuja,Rubrikgränden,25491980.0,6686350.0,Vantaa
Rasinsola,Braksmygen,25503753.0,6690107.213,Vantaa
Sulkakuja,Fjädergränden,25504144.92,6694044.073,Vantaa
Luutnantintie,Löjtnantsvägen,25491590.95,6690896.422,Vantaa
Tallimäentie,Stallbacksvägen,25489994.53,6685847.355,Vantaa
Liikelentotie,Affärsflygvägen,25498810.63,6688261.05,Vantaa
Kirvelitie,Körvelvägen,25501088.35,6686725.103,Vantaa
Ruskarinne,Ruskabrinken,25492814.29,6690578.98,Vantaa
Metsopolku,Tjäderstigen,25503873.05,6692818.538,Vantaa
Sampolantie,Sampolavägen,25492329.52,6695930.084,Vantaa
Kuminapolku,Kumminstigen,25501004.01,6686745.261,Vantaa
Tapolanrinne,Tapolabrinken,25490787.45,6692405.178,Vantaa
Sinilatvankuja,Blågullsgränden,25501324.16,6688634.009,Vantaa
Lomakuja,Semestergränden,25494841.15,6694139.183,Vantaa
Vaaksiaisentie,Harkranksvägen,25507632.76,6692108.407,Vantaa
Ahdinkuja,Ahtigränden,25505829.86,6689505.83,Vantaa
Käärmekalliontie,Ormbergsvägen,25505256.0,6684933.0,Vantaa
Pilkkasiiventie,Svärtavägen,25501925.39,6694487.052,Vantaa
Länsi-Keimolan tie,Västra Käinbyvägen,25487326.15,6690914.548,Vantaa
Kotkarinne,Örnbrinken,25503376.53,6694116.706,Vantaa
Orsipolku,Sparrstigen,25490226.23,6684002.541,Vantaa
Tiedekeskus Heureka,Vetenskapscentret Heureka,25502231.89,6686099.902,Vantaa
Simonportti,Simonsporten,25501449.47,6688643.78,Vantaa
Olofsinkuja,Olofstådet,25498874.61,6685526.767,Vantaa
Uittokuja,Flottningsgränden,25487977.88,6685570.303,Vantaa
Peltotie,Åkervägen,25506902.38,6691963.477,Vantaa
Harpaksentie,Harparsvägen,25507868.96,6682447.362,Vantaa
Mustikkasuontie,Blåbärskärrsvägen,25495499.95,6686525.554,Vantaa
Pitokuja,Kalasgränden,25496860.87,6686479.375,Vantaa
Ruostekuja,Rostgränden,25492907.16,6682840.948,Vantaa
Palkkikuja,Balkgränden,25487804.23,6685202.484,Vantaa
Keltakoivunkuja,Gulbjörksgränden,25488114.0,6686867.0,Vantaa
Vernissakatu,Fernissagatan,25502547.0,6686476.0,Vantaa
Peltomäenkuja,Åkerbacksgränden,25507178.98,6687739.907,Vantaa
Ismonkuja,Ismogränden,25505474.06,6690314.548,Vantaa
Vahverokuja,Kantarellgränden,25495994.69,6685727.692,Vantaa
Kerkkäpolku,Årsskottsstigen,25494655.0,6685828.0,Vantaa
Haarikkokuja,Narvgränden,25502673.02,6687963.005,Vantaa
Hailitie,Vassbuksvägen,25506363.49,6693152.559,Vantaa
Vallikuja,Vallgränden,25506426.32,6681216.253,Vantaa
Hyppytie,Hoppvägen,25505526.42,6681316.184,Vantaa
Vehkalanniityntie,Veckalängsvägen,25490354.0,6685964.0,Vantaa
Peltomäentie,Åkerbacksvägen,25507111.0,6687633.0,Vantaa
Sateenkaari,Regnbågen,25505208.0,6692432.0,Vantaa
Aimonkuja,Aimogränden,25504939.39,6690887.528,Vantaa
